ordinal,name,primary,secondary,rarity,archetype,biomes,time_lock,weekday_lock,weather_boost,final_size,max_kb,ai_prompt
140,Catetic,Wind,Venom,Common,cat,Plains|Mountain,any,Friday,Foehn,96x96,5,"Pokemon-style monster creature named ""Catetic"". PRIMARY ELEMENT: Wind — sky-blue, white, silver, dawn-pink accents. SECONDARY ELEMENT: Venom — sickly green, bile-yellow, deep purple veins. CREATURE ARCHETYPE: cat. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: feather-wings, wind-streak ribbons, plus dripping fangs accents from Venom-element, made of vapor body. AURA / MOOD: ribbon-trails of air. STYLE REFERENCE: like Pidgeot — majestic raptor with wind-sweep mane. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
141,Golepie,Shadow,,Common,reptile,Cave|Marsh|Sanctum,night-only,Wednesday,Fog,96x96,5,"Pokemon-style monster creature named ""Golepie"". PRIMARY ELEMENT: Shadow — midnight-black, deep purple, blood-red eye glow. CREATURE ARCHETYPE: reptile. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: void-eyes, smoke-tendrils, made of shadow-silk skin. AURA / MOOD: darkness pooling at feet. STYLE REFERENCE: like Gengar — phantasmal grin with floating limbs. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
142,Voltos,Light,Crystal,Common,mythic-form,Castle|Sanctum|Town,day-only,Tuesday,any,96x96,5,"Pokemon-style monster creature named ""Voltos"". PRIMARY ELEMENT: Light — radiant gold, ivory, soft platinum highlights. SECONDARY ELEMENT: Crystal — rainbow refractions on white, prismatic edges, hard light. CREATURE ARCHETYPE: mythic-form. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: luminous eyes, feathered cloak, plus rainbow refraction shimmer accents from Crystal-element, made of polished bone. AURA / MOOD: soft glow radiating outward. STYLE REFERENCE: like Lugia — pale heroic guardian-form. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
143,Elecander,Venom,Water,Common,amorphous-elemental,Marsh|Cave|Sanctum,dawn-dusk-only,Saturday,any,96x96,5,"Pokemon-style monster creature named ""Elecander"". PRIMARY ELEMENT: Venom — sickly green, bile-yellow, deep purple veins. SECONDARY ELEMENT: Water — deep ocean blue, teal, foam-white, kelp-green. CREATURE ARCHETYPE: amorphous-elemental. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: hood flare, festering boils, plus coral horns accents from Water-element, made of secreting pores. AURA / MOOD: pungent green vapor. STYLE REFERENCE: like Seviper — snake-like with venom drip. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
144,Marsherpillar,Cosmic,,Common,beast,Sanctum|Mountain,night-only,Wednesday,any,96x96,5,"Pokemon-style monster creature named ""Marsherpillar"". PRIMARY ELEMENT: Cosmic — deep space black, nebula-purple, starlight-white pinpricks. CREATURE ARCHETYPE: beast. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: constellation markings, orbiting orbs, made of meteorite plates. AURA / MOOD: tiny planet-models orbiting. STYLE REFERENCE: like Lunala — celestial wraith form. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
145,Hypingo,Aether,Cosmic,Common,mythic-form,Sanctum|Town,any,any,any,96x96,5,"Pokemon-style monster creature named ""Hypingo"". PRIMARY ELEMENT: Aether — iridescent gold, prismatic white, soft pearl. SECONDARY ELEMENT: Cosmic — deep space black, nebula-purple, starlight-white pinpricks. CREATURE ARCHETYPE: mythic-form. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: veil of light-mist, aether-rune markings, plus orbiting orbs accents from Cosmic-element, made of spirit-bone. AURA / MOOD: glowing aether particles drifting up. STYLE REFERENCE: Aetherbound's signature element — pure life-essence creature. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
146,Chillbat,Dream,,Common,quadruped,Forest|Sanctum,night-only,Wednesday,any,96x96,5,"Pokemon-style monster creature named ""Chillbat"". PRIMARY ELEMENT: Dream — soft pastels, dusk-pink, twilight purple, milky white. CREATURE ARCHETYPE: quadruped. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: drifting bubbles, trailing ribbons, made of dream-shadow body. AURA / MOOD: lazy drifting motes, soft glow. STYLE REFERENCE: like Cresselia — ethereal moth-spirit. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
147,Chimpados,Mind,Sound,Common,simian,Castle|Sanctum,any,Wednesday,any,96x96,5,"Pokemon-style monster creature named ""Chimpados"". PRIMARY ELEMENT: Mind — violet, lavender, electric blue accents, silver psychic glow. SECONDARY ELEMENT: Sound — vibrant electric blue, neon-pink, black accents. CREATURE ARCHETYPE: simian. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: telekinetic ring, spoon-bent appendages, plus tuning-fork antennae accents from Sound-element, made of psychic film. AURA / MOOD: wavy psychic distortion. STYLE REFERENCE: like Alakazam — bipedal psychic with spoons. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
148,Bonepecker,Sound,Wind,Common,spirit-form,Forest|Town,any,Thursday,any,96x96,5,"Pokemon-style monster creature named ""Bonepecker"". PRIMARY ELEMENT: Sound — vibrant electric blue, neon-pink, black accents. SECONDARY ELEMENT: Wind — sky-blue, white, silver, dawn-pink accents. CREATURE ARCHETYPE: spirit-form. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: resonance horns, tympanum membranes on ears, plus feather-wings accents from Wind-element, made of membrane-skin. AURA / MOOD: visible sonic ripples. STYLE REFERENCE: like Exploud — large-mouthed roaring quadruped. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
149,Koalyle,Time,,Common,bipedal-humanoid,Sanctum|Cave,any,any,any,96x96,5,"Pokemon-style monster creature named ""Koalyle"". PRIMARY ELEMENT: Time — sepia, bronze, sand-gold, hourglass-silver. CREATURE ARCHETYPE: bipedal-humanoid. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: sand-streaming limbs, hourglass markings on chest, made of petrified wood. AURA / MOOD: drifting sand particles, faint clock-tick echo. STYLE REFERENCE: like Dialga — temporal-dragon. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
150,Slowwing,Crystal,Earth,Common,bird,Cave|Mountain|WaterSurface,any,Monday,any,96x96,5,"Pokemon-style monster creature named ""Slowwing"". PRIMARY ELEMENT: Crystal — rainbow refractions on white, prismatic edges, hard light. SECONDARY ELEMENT: Earth — rich brown, ochre, terracotta, mossy green. CREATURE ARCHETYPE: bird. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: rainbow refraction shimmer, shard horns, plus root-bound horns accents from Earth-element, made of solid quartz body. AURA / MOOD: refracted light beams in air. STYLE REFERENCE: like Diancie — gem-encrusted royal. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
151,Whirlbil,Blood,,Common,spirit-form,Castle|Sanctum|Cave,any,Saturday,any,96x96,5,"Pokemon-style monster creature named ""Whirlbil"". PRIMARY ELEMENT: Blood — crimson, scarlet, dark wine-red, bone-white. CREATURE ARCHETYPE: spirit-form. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: dripping fangs, bone-spike spine, made of blood-cell tissue. AURA / MOOD: crimson mist haze. STYLE REFERENCE: like Yveltal — dark-vitality apex predator. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
152,Crocodette,Fire,Ice,Common,quadruped,Desert|Cave,any,Saturday,Heat,96x96,5,"Pokemon-style monster creature named ""Crocodette"". PRIMARY ELEMENT: Fire — deep red, orange, yellow, smoldering ember tones. SECONDARY ELEMENT: Ice — pale blue, cyan, frost-white, glacial silver. CREATURE ARCHETYPE: quadruped. RARITY TIER: Common (simple silhouette, calm pose, 1-2 distinguishing details, harmonious palette). KEY DESIGN FEATURES: glowing eye-coals, glowing eye-coals, plus icicle crown accents from Ice-element, made of molten metal. AURA / MOOD: heat-shimmer aura, sparks rising. STYLE REFERENCE: like Arcanine — burning mane on a powerful quadruped. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
